Key,Value
id,Score
../data/results/1a8bbf2994788e2743e99e0cae970928\25\0.obj,0.07971579112819294
../data/results/1a8bbf2994788e2743e99e0cae970928\25\1.obj,0.0831483685625774
../data/results/1a8bbf2994788e2743e99e0cae970928\25\2.obj,0.08755828267151632
../data/results/1a8bbf2994788e2743e99e0cae970928\25\3.obj,0.07246062457024789
../data/results/1a8bbf2994788e2743e99e0cae970928\25\4.obj,0.08032405324657216
../data/results/1a8bbf2994788e2743e99e0cae970928\25\5.obj,0.08817937653305362
../data/results/1a8bbf2994788e2743e99e0cae970928\25\6.obj,0.09493139142567622
../data/results/1a8bbf2994788e2743e99e0cae970928\25\7.obj,0.09207609227928165
../data/results/1a8bbf2994788e2743e99e0cae970928\25\8.obj,0.0917009288290192
../data/results/1a8bbf2994788e2743e99e0cae970928\50\0.obj,0.06232634150428257
../data/results/1a8bbf2994788e2743e99e0cae970928\50\1.obj,0.06048148800429729
../data/results/1a8bbf2994788e2743e99e0cae970928\50\2.obj,0.06190286051963945
../data/results/1a8bbf2994788e2743e99e0cae970928\50\3.obj,0.06341096671193845
../data/results/1a8bbf2994788e2743e99e0cae970928\50\4.obj,0.06296408989996669
../data/results/1a8bbf2994788e2743e99e0cae970928\50\5.obj,0.06320319857700918
../data/results/1a8bbf2994788e2743e99e0cae970928\50\6.obj,0.06248335842540459
../data/results/1a8bbf2994788e2743e99e0cae970928\50\7.obj,0.06382499764342466
../data/results/1a8bbf2994788e2743e99e0cae970928\50\8.obj,0.06141089848544645
../data/results/1a8bbf2994788e2743e99e0cae970928\75\0.obj,0.06191090057146084
../data/results/1a8bbf2994788e2743e99e0cae970928\75\1.obj,0.06205670149992305
../data/results/1a8bbf2994788e2743e99e0cae970928\75\2.obj,0.06276489297329145
../data/results/1a8bbf2994788e2743e99e0cae970928\75\3.obj,0.061844296969618656
../data/results/1a8bbf2994788e2743e99e0cae970928\75\4.obj,0.0613873427617604
../data/results/1a8bbf2994788e2743e99e0cae970928\75\5.obj,0.06165777657169069
../data/results/1a8bbf2994788e2743e99e0cae970928\75\6.obj,0.06129055697441528
../data/results/1a8bbf2994788e2743e99e0cae970928\75\7.obj,0.06186025701262709
../data/results/1a8bbf2994788e2743e99e0cae970928\75\8.obj,0.06131326772662887
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\0.obj,0.12708883060432904
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\1.obj,0.13705063242007204
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\2.obj,0.13599415145369742
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\3.obj,0.12388609534532906
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\4.obj,0.1267548295879535
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\5.obj,0.13744774834773935
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\6.obj,0.12058944183319617
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\7.obj,0.11236650661135539
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\25\8.obj,0.14524271179246384
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\0.obj,0.0829813257189055
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\1.obj,0.08361386792633065
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\2.obj,0.08032894193155976
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\3.obj,0.0807182127556412
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\4.obj,0.08316412835373817
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\5.obj,0.08342926743049477
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\6.obj,0.08073714042682362
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\7.obj,0.08283149339439921
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\50\8.obj,0.08207679239594522
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\0.obj,0.08226073951674857
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\1.obj,0.0828574388468022
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\2.obj,0.08282850352256362
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\3.obj,0.08311709204195128
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\4.obj,0.08292565014412963
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\5.obj,0.08251394244632303
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\6.obj,0.08292977064715512
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\7.obj,0.0828196093775813
../data/results/1a6f615e8b1b5ae4dbbc9440457e303e\75\8.obj,0.08257264403801266
../data/results/1b5e876f3559c231532a8e162f399205\25\0.obj,0.07204053720157541
../data/results/1b5e876f3559c231532a8e162f399205\25\1.obj,0.07248991557266347
../data/results/1b5e876f3559c231532a8e162f399205\25\2.obj,0.08075249315622861
../data/results/1b5e876f3559c231532a8e162f399205\25\3.obj,0.0903717030358159
../data/results/1b5e876f3559c231532a8e162f399205\25\4.obj,0.08273716797397998
../data/results/1b5e876f3559c231532a8e162f399205\25\5.obj,0.08924960162711904
../data/results/1b5e876f3559c231532a8e162f399205\25\6.obj,0.07089601017014224
../data/results/1b5e876f3559c231532a8e162f399205\25\7.obj,0.08819516163716126
../data/results/1b5e876f3559c231532a8e162f399205\25\8.obj,0.07818803431038107
../data/results/1b5e876f3559c231532a8e162f399205\50\0.obj,0.05046268189357482
../data/results/1b5e876f3559c231532a8e162f399205\50\1.obj,0.05288244557817584
../data/results/1b5e876f3559c231532a8e162f399205\50\2.obj,0.05032721428650541
../data/results/1b5e876f3559c231532a8e162f399205\50\3.obj,0.05245941004001301
../data/results/1b5e876f3559c231532a8e162f399205\50\4.obj,0.05315768540173539
../data/results/1b5e876f3559c231532a8e162f399205\50\5.obj,0.05240025930033454
../data/results/1b5e876f3559c231532a8e162f399205\50\6.obj,0.05018810711167358
../data/results/1b5e876f3559c231532a8e162f399205\50\7.obj,0.05195814671612093
../data/results/1b5e876f3559c231532a8e162f399205\50\8.obj,0.05220017082511495
../data/results/1b5e876f3559c231532a8e162f399205\75\0.obj,0.0562072974278775
../data/results/1b5e876f3559c231532a8e162f399205\75\1.obj,0.057656652609848175
../data/results/1b5e876f3559c231532a8e162f399205\75\2.obj,0.05826299255296775
../data/results/1b5e876f3559c231532a8e162f399205\75\3.obj,0.057361843287004166
../data/results/1b5e876f3559c231532a8e162f399205\75\4.obj,0.05643619192890764
../data/results/1b5e876f3559c231532a8e162f399205\75\5.obj,0.056953639200019265
../data/results/1b5e876f3559c231532a8e162f399205\75\6.obj,0.05747831217144433
../data/results/1b5e876f3559c231532a8e162f399205\75\7.obj,0.05597376383364096
../data/results/1b5e876f3559c231532a8e162f399205\75\8.obj,0.057365199298771874
../data/results/1b05971a4373c7d2463600025db2266\25\0.obj,0.10194153001949237
../data/results/1b05971a4373c7d2463600025db2266\25\1.obj,0.09811119887990535
../data/results/1b05971a4373c7d2463600025db2266\25\2.obj,0.11275676074990773
../data/results/1b05971a4373c7d2463600025db2266\25\3.obj,0.11572461595886471
../data/results/1b05971a4373c7d2463600025db2266\25\4.obj,0.10525525824412046
../data/results/1b05971a4373c7d2463600025db2266\25\5.obj,0.11208234109337986
../data/results/1b05971a4373c7d2463600025db2266\25\6.obj,0.11903788452751439
../data/results/1b05971a4373c7d2463600025db2266\25\7.obj,0.09369474666920005
../data/results/1b05971a4373c7d2463600025db2266\25\8.obj,0.1282785678066775
../data/results/1b05971a4373c7d2463600025db2266\50\0.obj,0.09523268005289556
../data/results/1b05971a4373c7d2463600025db2266\50\1.obj,0.09356724949792192
../data/results/1b05971a4373c7d2463600025db2266\50\2.obj,0.0983083281549803
../data/results/1b05971a4373c7d2463600025db2266\50\3.obj,0.0962413284462049
../data/results/1b05971a4373c7d2463600025db2266\50\4.obj,0.09737252721613468
../data/results/1b05971a4373c7d2463600025db2266\50\5.obj,0.0939497986183876
../data/results/1b05971a4373c7d2463600025db2266\50\6.obj,0.09714057683468932
../data/results/1b05971a4373c7d2463600025db2266\50\7.obj,0.09474817716356823
../data/results/1b05971a4373c7d2463600025db2266\50\8.obj,0.09668309283983664
../data/results/1b05971a4373c7d2463600025db2266\75\0.obj,0.09736017551092124
../data/results/1b05971a4373c7d2463600025db2266\75\1.obj,0.10115182492765606
../data/results/1b05971a4373c7d2463600025db2266\75\2.obj,0.10092914818235081
../data/results/1b05971a4373c7d2463600025db2266\75\3.obj,0.09633141158088532
../data/results/1b05971a4373c7d2463600025db2266\75\4.obj,0.1010260264835107
../data/results/1b05971a4373c7d2463600025db2266\75\5.obj,0.10226509266955644
